datetime,funding_rate
2019-10-05T16:00:00.000Z,-0.00001226
2019-10-06T00:00:00.000Z,-0.00011057
2019-10-06T08:00:00.000Z,-0.00003644
2019-10-06T16:00:00.000Z,0.00002715
2019-10-07T00:00:00.001Z,-0.00005063
2019-10-07T08:00:00.000Z,-0.00020006
2019-10-07T16:00:00.000Z,-0.00024859
2019-10-08T00:00:00.001Z,0.0001
2019-10-08T08:00:00.000Z,0.0001
2019-10-08T16:00:00.000Z,0.0001
2019-10-09T00:00:00.000Z,0.0001
2019-10-09T08:00:00.000Z,0.0001
2019-10-09T16:00:00.000Z,0.0001
2019-10-10T00:00:00.000Z,0.0001
2019-10-10T08:00:00.000Z,0.0001
2019-10-10T16:00:00.000Z,0.0001
2019-10-11T00:00:00.000Z,0.0001
2019-10-11T08:00:00.000Z,0.0001
2019-10-11T16:00:00.000Z,0.0001
2019-10-12T00:00:00.000Z,0.0001
2019-10-12T08:00:00.000Z,0.0001
2019-10-12T16:00:00.000Z,0.0001
2019-10-13T00:00:00.000Z,0.0001
2019-10-13T08:00:00.000Z,0.0001
2019-10-13T16:00:00.000Z,0.0001
2019-10-14T00:00:00.000Z,0.0001
2019-10-14T08:00:00.000Z,0.0001
2019-10-14T16:00:00.000Z,0.0001
2019-10-15T00:00:00.000Z,0.0001
2019-10-15T08:00:00.000Z,0.0001
2019-10-15T16:00:00.000Z,0.0001
2019-10-16T00:00:00.000Z,0.0001
2019-10-16T08:00:00.000Z,0.0001
2019-10-16T16:00:00.000Z,0.0001
2019-10-17T00:00:00.000Z,0.0001
2019-10-17T08:00:00.001Z,0.0001
2019-10-17T16:00:00.001Z,0.0001
2019-10-18T00:00:00.000Z,0.0001
2019-10-18T08:00:00.000Z,0.0001
2019-10-18T16:00:00.000Z,0.0001
2019-10-19T00:00:00.001Z,0.0001
2019-10-19T08:00:00.000Z,0.0001
2019-10-19T16:00:00.000Z,0.0001
2019-10-20T00:00:00.000Z,0.0001
2019-10-20T08:00:00.000Z,0.0001
2019-10-20T16:00:00.000Z,0.0001
2019-10-21T00:00:00.000Z,0.0001
2019-10-21T08:00:00.000Z,0.0001
2019-10-21T16:00:00.001Z,0.0001
2019-10-22T00:00:00.000Z,0.0001
2019-10-22T08:00:00.000Z,0.0001
2019-10-22T16:00:00.000Z,0.0001
2019-10-23T00:00:00.000Z,0.0001
2019-10-23T08:00:00.000Z,0.0001
2019-10-23T16:00:00.000Z,0.0001
2019-10-24T00:00:00.000Z,0.0001
2019-10-24T08:00:00.000Z,0.0001
2019-10-24T16:00:00.000Z,-0.00004395
2019-10-25T00:00:00.000Z,0.0001
2019-10-25T08:00:00.000Z,0.0001
2019-10-25T16:00:00.000Z,-0.00014709
2019-10-26T00:00:00.000Z,0.0001
2019-10-26T08:00:00.000Z,0.00013709
2019-10-26T16:00:00.000Z,0.00030874
2019-10-27T00:00:00.001Z,0.0001
2019-10-27T08:00:00.000Z,0.00018561
2019-10-27T16:00:00.000Z,0.0001
2019-10-28T00:00:00.000Z,0.00012485
2019-10-28T08:00:00.000Z,0.00078363
2019-10-28T16:00:00.000Z,0.00073711
2019-10-29T00:00:00.000Z,0.00053797
2019-10-29T08:00:00.000Z,0.00016366
2019-10-29T16:00:00.000Z,0.00046967
2019-10-30T00:00:00.000Z,0.00025294
2019-10-30T08:00:00.000Z,0.0002903
2019-10-30T16:00:00.000Z,0.00052312
2019-10-31T00:00:00.000Z,0.0001317
2019-10-31T08:00:00.000Z,0.00038598
2019-10-31T16:00:00.000Z,0.00041061
2019-11-01T00:00:00.000Z,0.00015873
2019-11-01T08:00:00.000Z,0.00048728
2019-11-01T16:00:00.000Z,0.0001
2019-11-02T00:00:00.000Z,0.0001
2019-11-02T08:00:00.001Z,0.0001
2019-11-02T16:00:00.000Z,0.0001
2019-11-03T00:00:00.000Z,0.0001
2019-11-03T08:00:00.000Z,0.0001
2019-11-03T16:00:00.000Z,0.0001
2019-11-04T00:00:00.000Z,0.0001
2019-11-04T08:00:00.000Z,0.00010072
2019-11-04T16:00:00.000Z,0.0001
2019-11-05T00:00:00.000Z,0.0001
2019-11-05T08:00:00.000Z,0.0001
2019-11-05T16:00:00.000Z,0.0001
2019-11-06T00:00:00.000Z,0.0001
2019-11-06T08:00:00.000Z,0.0001
2019-11-06T16:00:00.000Z,0.00013877
2019-11-07T00:00:00.000Z,0.00027025
2019-11-07T08:00:00.000Z,0.00018004
2019-11-07T16:00:00.000Z,0.0001953
2019-11-08T00:00:00.000Z,0.000125
2019-11-08T08:00:00.000Z,0.0001
2019-11-08T16:00:00.000Z,0.0001
2019-11-09T00:00:00.000Z,0.0001
2019-11-09T08:00:00.000Z,0.0001
2019-11-09T16:00:00.000Z,0.0001
2019-11-10T00:00:00.000Z,0.0001
2019-11-10T08:00:00.000Z,0.0001
2019-11-10T16:00:00.000Z,0.0001
2019-11-11T00:00:00.000Z,0.0001
2019-11-11T08:00:00.000Z,0.0001
2019-11-11T16:00:00.000Z,0.0001
2019-11-12T00:00:00.000Z,0.0001
2019-11-12T08:00:00.000Z,0.0001
2019-11-12T16:00:00.000Z,0.0001
2019-11-13T00:00:00.000Z,-0.00022089
2019-11-13T08:00:00.000Z,0.0001
2019-11-13T16:00:00.000Z,0.0001
2019-11-14T00:00:00.000Z,0.0001
2019-11-14T08:00:00.000Z,0.0001
2019-11-14T16:00:00.000Z,0.0001
2019-11-15T00:00:00.000Z,0.0001
2019-11-15T08:00:00.000Z,0.0001
2019-11-15T16:00:00.000Z,0.0001
2019-11-16T00:00:00.001Z,0.0001
2019-11-16T08:00:00.000Z,0.0001
2019-11-16T16:00:00.000Z,0.0001
2019-11-17T00:00:00.000Z,0.0001
2019-11-17T08:00:00.001Z,0.0001
2019-11-17T16:00:00.000Z,0.0001
2019-11-18T00:00:00.000Z,0.0001
2019-11-18T08:00:00.001Z,0.0001
2019-11-18T16:00:00.000Z,0.0001
2019-11-19T00:00:00.000Z,0.0001
2019-11-19T08:00:00.000Z,0.0001
2019-11-19T16:00:00.000Z,0.0001
2019-11-20T00:00:00.000Z,0.0001
2019-11-20T08:00:00.000Z,0.0001
2019-11-20T16:00:00.000Z,0.0001
2019-11-21T00:00:00.000Z,0.0001
2019-11-21T08:00:00.000Z,0.0001
2019-11-21T16:00:00.000Z,0.0001
2019-11-22T00:00:00.000Z,0.00006832
2019-11-22T08:00:00.001Z,0.00009601
2019-11-22T16:00:00.000Z,-0.00025622
2019-11-23T00:00:00.000Z,-0.0002867
2019-11-23T08:00:00.000Z,-0.00017048
2019-11-23T16:00:00.000Z,-0.0001429
2019-11-24T00:00:00.000Z,-0.00010216
2019-11-24T08:00:00.000Z,0.0001
2019-11-24T16:00:00.000Z,0.0001
2019-11-25T00:00:00.000Z,0.0001
2019-11-25T08:00:00.000Z,-0.00003046
2019-11-25T16:00:00.000Z,-0.00011089
2019-11-26T00:00:00.000Z,-0.00008462
2019-11-26T08:00:00.000Z,-0.00046229
2019-11-26T16:00:00.000Z,-0.00036807
2019-11-27T00:00:00.000Z,-0.00018098
2019-11-27T08:00:00.000Z,-0.00015744
2019-11-27T16:00:00.000Z,0.0001
2019-11-28T00:00:00.000Z,0.0001
2019-11-28T08:00:00.000Z,0.0001
2019-11-28T16:00:00.000Z,0.0001
2019-11-29T00:00:00.000Z,0.0001
2019-11-29T08:00:00.000Z,0.0001
2019-11-29T16:00:00.000Z,0.0001
2019-11-30T00:00:00.000Z,0.0001
2019-11-30T08:00:00.000Z,-0.00001926
2019-11-30T16:00:00.000Z,0.0001
2019-12-01T00:00:00.000Z,0.0001
2019-12-01T08:00:00.000Z,0.0001
2019-12-01T16:00:00.000Z,0.0001
2019-12-02T00:00:00.000Z,0.0001
2019-12-02T08:00:00.000Z,0.0001
2019-12-02T16:00:00.000Z,0.00001721
2019-12-03T00:00:00.000Z,0.00001418
2019-12-03T08:00:00.000Z,0.00008902
2019-12-03T16:00:00.000Z,-0.00001025
2019-12-04T00:00:00.000Z,-0.00000355
2019-12-04T08:00:00.000Z,0.00003333
2019-12-04T16:00:00.000Z,-0.00005268
2019-12-05T00:00:00.000Z,0.00002564
2019-12-05T08:00:00.001Z,-0.00009765
2019-12-05T16:00:00.000Z,0.00001789
2019-12-06T00:00:00.000Z,0.00007761
2019-12-06T08:00:00.000Z,0.00005834
2019-12-06T16:00:00.000Z,0.00006551
2019-12-07T00:00:00.000Z,0.0001
2019-12-07T08:00:00.001Z,0.00003809
2019-12-07T16:00:00.000Z,0.0001
2019-12-08T00:00:00.000Z,0.0001
2019-12-08T08:00:00.000Z,0.0001
2019-12-08T16:00:00.000Z,0.0001
2019-12-09T00:00:00.000Z,0.0001
2019-12-09T08:00:00.000Z,0.0001
2019-12-09T16:00:00.000Z,0.0001
2019-12-10T00:00:00.000Z,0.0001
2019-12-10T08:00:00.001Z,0.0001
2019-12-10T16:00:00.000Z,0.0001
2019-12-11T00:00:00.000Z,0.0001
2019-12-11T08:00:00.000Z,0.00004062
2019-12-11T16:00:00.000Z,-0.00005692
2019-12-12T00:00:00.000Z,0.0000316
2019-12-12T08:00:00.001Z,-0.0000032
2019-12-12T16:00:00.000Z,-0.0000852
2019-12-13T00:00:00.000Z,-0.00007162
2019-12-13T08:00:00.000Z,-0.00011387
2019-12-13T16:00:00.000Z,-0.00009781
2019-12-14T00:00:00.000Z,-0.00005358
2019-12-14T08:00:00.000Z,0.00002252
2019-12-14T16:00:00.000Z,0.0001
2019-12-15T00:00:00.000Z,-0.00001788
2019-12-15T08:00:00.001Z,0.00007982
2019-12-15T16:00:00.000Z,0.00002225
2019-12-16T00:00:00.001Z,-0.00013465
2019-12-16T08:00:00.000Z,-0.00010782
2019-12-16T16:00:00.003Z,-0.00003652
2019-12-17T00:00:00.008Z,-0.00004606
2019-12-17T08:00:00.000Z,-0.00013429
2019-12-17T16:00:00.000Z,-0.00001606
2019-12-18T00:00:00.006Z,-0.00013767
2019-12-18T08:00:00.000Z,-0.00022278
2019-12-18T16:00:00.000Z,-0.0001509
2019-12-19T00:00:00.001Z,0.0001
2019-12-19T08:00:00.001Z,0.0001
2019-12-19T16:00:00.000Z,0.0001
2019-12-20T00:00:00.000Z,0.00002383
2019-12-20T08:00:00.000Z,0.00001034
2019-12-20T16:00:00.000Z,0.0000319
2019-12-21T00:00:00.000Z,-0.00000237
2019-12-21T08:00:00.000Z,0.0001
2019-12-21T16:00:00.000Z,0.0001
2019-12-22T00:00:00.000Z,0.0001
2019-12-22T08:00:00.001Z,0.0001
2019-12-22T16:00:00.000Z,0.0000157
2019-12-23T00:00:00.000Z,0.0001
2019-12-23T08:00:00.000Z,0.0001
2019-12-23T16:00:00.000Z,0.0001
2019-12-24T00:00:00.000Z,0.0001
2019-12-24T08:00:00.000Z,0.0001
2019-12-24T16:00:00.000Z,0.0001
2019-12-25T00:00:00.000Z,0.0001
2019-12-25T08:00:00.000Z,0.00006107
2019-12-25T16:00:00.000Z,0.0001
2019-12-26T00:00:00.000Z,0.0001
2019-12-26T08:00:00.000Z,0.0001
2019-12-26T16:00:00.000Z,-0.00002854
2019-12-27T00:00:00.001Z,0.00002605
2019-12-27T08:00:00.000Z,-0.00005694
2019-12-27T16:00:00.000Z,-0.00008764
2019-12-28T00:00:00.000Z,-0.00007701
2019-12-28T08:00:00.000Z,-0.00004257
2019-12-28T16:00:00.000Z,0.00002166
2019-12-29T00:00:00.000Z,-0.0002325
2019-12-29T08:00:00.000Z,0.0001
2019-12-29T16:00:00.000Z,-0.00008727
2019-12-30T00:00:00.000Z,-0.00010232
2019-12-30T08:00:00.000Z,-0.0001794
2019-12-30T16:00:00.000Z,-0.00001406
2019-12-31T00:00:00.000Z,0.00003936
2019-12-31T08:00:00.000Z,-0.0001305
2019-12-31T16:00:00.000Z,-0.00002403
2020-01-01T00:00:00.000Z,-0.00012359
2020-01-01T08:00:00.000Z,-0.00012383
2020-01-01T16:00:00.000Z,-0.00009664
2020-01-02T00:00:00.002Z,0.00003662
2020-01-02T08:00:00.000Z,0.0001
2020-01-02T16:00:00.000Z,0.00000104
2020-01-03T00:00:00.000Z,-0.00001664
2020-01-03T08:00:00.000Z,-0.00001553
2020-01-03T16:00:00.001Z,0.0001
2020-01-04T00:00:00.000Z,0.0001
2020-01-04T08:00:00.000Z,8.4e-7
2020-01-04T16:00:00.000Z,0.00007387
2020-01-05T00:00:00.000Z,0.0001
2020-01-05T08:00:00.000Z,0.0001
2020-01-05T16:00:00.000Z,0.0001
2020-01-06T00:00:00.000Z,0.0001
2020-01-06T08:00:00.000Z,0.0001
2020-01-06T16:00:00.000Z,0.0001
2020-01-07T00:00:00.000Z,0.0001
2020-01-07T08:00:00.001Z,0.0001
2020-01-07T16:00:00.000Z,0.0001
2020-01-08T00:00:00.000Z,0.00012514
2020-01-08T08:00:00.000Z,0.0001
2020-01-08T16:00:00.001Z,0.0001
2020-01-09T00:00:00.000Z,0.0001
2020-01-09T08:00:00.000Z,0.0001
2020-01-09T16:00:00.000Z,0.0001
2020-01-10T00:00:00.000Z,0.0001
2020-01-10T08:00:00.000Z,0.0001
2020-01-10T16:00:00.000Z,0.0001
2020-01-11T00:00:00.000Z,0.0001
2020-01-11T08:00:00.000Z,0.00017846
2020-01-11T16:00:00.000Z,0.0001
2020-01-12T00:00:00.000Z,0.0001
2020-01-12T08:00:00.000Z,0.0001
2020-01-12T16:00:00.000Z,0.0001
2020-01-13T00:00:00.001Z,0.0001
2020-01-13T08:00:00.000Z,0.0001
2020-01-13T16:00:00.000Z,0.0001
2020-01-14T00:00:00.000Z,0.0001
2020-01-14T08:00:00.000Z,0.000259
2020-01-14T16:00:00.001Z,0.0001
2020-01-15T00:00:00.000Z,0.00049392
2020-01-15T08:00:00.000Z,0.00019497
2020-01-15T16:00:00.000Z,0.0001
2020-01-16T00:00:00.000Z,0.0001
2020-01-16T08:00:00.000Z,0.00041191
2020-01-16T16:00:00.000Z,0.00031466
2020-01-17T00:00:00.000Z,0.0001
2020-01-17T08:00:00.000Z,0.00015027
2020-01-17T16:00:00.000Z,0.00056749
2020-01-18T00:00:00.001Z,0.0001
2020-01-18T08:00:00.001Z,0.00029182
2020-01-18T16:00:00.000Z,0.00032081
2020-01-19T00:00:00.000Z,0.00020041
2020-01-19T08:00:00.000Z,0.00039329
2020-01-19T16:00:00.000Z,0.00092467
2020-01-20T00:00:00.000Z,0.00029702
2020-01-20T08:00:00.000Z,0.0001
2020-01-20T16:00:00.000Z,0.00010782
2020-01-21T00:00:00.000Z,0.00012057
2020-01-21T08:00:00.000Z,0.00015425
2020-01-21T16:00:00.000Z,0.0001574
2020-01-22T00:00:00.000Z,0.0001
2020-01-22T08:00:00.001Z,0.00021392
2020-01-22T16:00:00.000Z,0.0001
2020-01-23T00:00:00.000Z,0.0001
2020-01-23T08:00:00.000Z,0.0001
2020-01-23T16:00:00.000Z,0.00052304
2020-01-24T00:00:00.000Z,0.00054719
2020-01-24T08:00:00.000Z,0.00042124
2020-01-24T16:00:00.001Z,0.00017948
2020-01-25T00:00:00.000Z,0.0001
2020-01-25T08:00:00.000Z,0.0001
2020-01-25T16:00:00.001Z,0.0001
2020-01-26T00:00:00.000Z,0.0001
2020-01-26T08:00:00.000Z,0.0001
2020-01-26T16:00:00.000Z,0.0001
2020-01-27T00:00:00.000Z,0.0001
2020-01-27T08:00:00.001Z,0.0001
2020-01-27T16:00:00.000Z,0.0001
2020-01-28T00:00:00.000Z,0.0001
2020-01-28T08:00:00.000Z,0.00068689
2020-01-28T16:00:00.000Z,0.00054394
2020-01-29T00:00:00.001Z,0.00062324
2020-01-29T08:00:00.000Z,0.00108193
2020-01-29T16:00:00.002Z,0.00053694
2020-01-30T00:00:00.000Z,0.000236
2020-01-30T08:00:00.000Z,0.00024877
2020-01-30T16:00:00.000Z,0.00034852
2020-01-31T00:00:00.000Z,0.00053551
2020-01-31T08:00:00.000Z,0.00077154
2020-01-31T16:00:00.000Z,0.00039858
2020-02-01T00:00:00.000Z,0.00074991
2020-02-01T08:00:00.000Z,0.00065667
2020-02-01T16:00:00.000Z,0.00049052
2020-02-02T00:00:00.000Z,0.00028263
2020-02-02T08:00:00.000Z,0.00034916
2020-02-02T16:00:00.000Z,0.00065524
2020-02-03T00:00:00.000Z,0.00060677
2020-02-03T08:00:00.000Z,0.00035862
2020-02-03T16:00:00.000Z,0.0001
2020-02-04T00:00:00.000Z,0.00099282
2020-02-04T08:00:00.001Z,0.0005445
2020-02-04T16:00:00.000Z,0.00038192
2020-02-05T00:00:00.002Z,0.0001
2020-02-05T08:00:00.000Z,0.0001
2020-02-05T16:00:00.000Z,0.00052631
2020-02-06T00:00:00.000Z,0.00164021
2020-02-06T08:00:00.000Z,0.00078299
2020-02-06T16:00:00.000Z,0.00055668
2020-02-07T00:00:00.000Z,0.00035618
2020-02-07T08:00:00.000Z,0.00019726
2020-02-07T16:00:00.001Z,0.00034616
2020-02-08T00:00:00.000Z,0.00039915
2020-02-08T08:00:00.000Z,0.00062858
2020-02-08T16:00:00.000Z,0.00099315
2020-02-09T00:00:00.000Z,0.00042798
2020-02-09T08:00:00.000Z,0.00081519
2020-02-09T16:00:00.000Z,0.00113954
2020-02-10T00:00:00.000Z,0.00106733
2020-02-10T08:00:00.000Z,0.00125022
2020-02-10T16:00:00.009Z,0.00097918
2020-02-11T00:00:00.000Z,0.00043989
2020-02-11T08:00:00.000Z,0.00064797
2020-02-11T16:00:00.000Z,0.0005012
2020-02-12T00:00:00.000Z,0.003
2020-02-12T08:00:00.001Z,0.00108055
2020-02-12T16:00:00.000Z,0.00103884
2020-02-13T00:00:00.001Z,0.00093553
2020-02-13T08:00:00.000Z,0.00084403
2020-02-13T16:00:00.000Z,0.00070414
2020-02-14T00:00:00.000Z,0.0006332
2020-02-14T08:00:00.000Z,0.00074453
2020-02-14T16:00:00.000Z,0.00055952
2020-02-15T00:00:00.000Z,0.00059113
2020-02-15T08:00:00.000Z,0.0009686
2020-02-15T16:00:00.000Z,0.00087369
2020-02-16T00:00:00.000Z,0.00051202
2020-02-16T08:00:00.000Z,0.00036973
2020-02-16T16:00:00.000Z,0.00060847
2020-02-17T00:00:00.000Z,0.00043179
2020-02-17T08:00:00.000Z,0.0006096
2020-02-17T16:00:00.000Z,0.00091076
2020-02-18T00:00:00.000Z,0.00026967
2020-02-18T08:00:00.000Z,0.00013952
2020-02-18T16:00:00.000Z,0.00029662
2020-02-19T00:00:00.000Z,0.00046396
2020-02-19T08:00:00.001Z,0.00038487
2020-02-19T16:00:00.000Z,0.00040757
2020-02-20T00:00:00.004Z,0.0001
2020-02-20T08:00:00.000Z,0.0001
2020-02-20T16:00:00.000Z,0.0001
2020-02-21T00:00:00.000Z,0.0001
2020-02-21T08:00:00.000Z,0.0001
2020-02-21T16:00:00.000Z,0.0001
2020-02-22T00:00:00.000Z,0.0001
2020-02-22T08:00:00.001Z,0.0001
2020-02-22T16:00:00.000Z,0.00012243
2020-02-23T00:00:00.000Z,0.00029663
2020-02-23T08:00:00.000Z,0.0003901
2020-02-23T16:00:00.000Z,0.00065308
2020-02-24T00:00:00.015Z,0.00048774
2020-02-24T08:00:00.000Z,0.00014587
2020-02-24T16:00:00.000Z,0.0001
2020-02-25T00:00:00.001Z,0.00032389
2020-02-25T08:00:00.000Z,0.00027363
2020-02-25T16:00:00.001Z,0.00046949
2020-02-26T00:00:00.000Z,0.0003617
2020-02-26T08:00:00.001Z,0.0005063
2020-02-26T16:00:00.000Z,0.0003866
2020-02-27T00:00:00.001Z,0.00017363
2020-02-27T08:00:00.001Z,0.0001
2020-02-27T16:00:00.000Z,0.0001
2020-02-28T00:00:00.000Z,0.0001
2020-02-28T08:00:00.000Z,0.00011659
2020-02-28T16:00:00.000Z,0.00023604
2020-02-29T00:00:00.000Z,0.00061536
2020-02-29T08:00:00.000Z,0.00060166
2020-02-29T16:00:00.000Z,0.00062345
2020-03-01T00:00:00.000Z,0.00049317
2020-03-01T08:00:00.000Z,0.00027933
2020-03-01T16:00:00.001Z,0.00031033
2020-03-02T00:00:00.000Z,0.0001872
2020-03-02T08:00:00.000Z,0.0001
2020-03-02T16:00:00.004Z,0.0001
2020-03-03T00:00:00.000Z,0.0001
2020-03-03T08:00:00.003Z,0.0001
2020-03-03T16:00:00.000Z,0.0001
2020-03-04T00:00:00.002Z,0.0001
2020-03-04T08:00:00.000Z,0.0001
2020-03-04T16:00:00.001Z,0.00024328
2020-03-05T00:00:00.000Z,0.0001
2020-03-05T08:00:00.000Z,0.00023481
2020-03-05T16:00:00.000Z,0.00019521
2020-03-06T00:00:00.003Z,0.00020373
2020-03-06T08:00:00.000Z,0.00021759
2020-03-06T16:00:00.000Z,0.00035706
2020-03-07T00:00:00.000Z,0.00039476
2020-03-07T08:00:00.001Z,0.00032086
2020-03-07T16:00:00.000Z,0.00032714
2020-03-08T00:00:00.001Z,0.00054685
2020-03-08T08:00:00.000Z,0.00049747
2020-03-08T16:00:00.006Z,0.00042921
2020-03-09T00:00:00.000Z,0.0001
2020-03-09T08:00:00.000Z,0.0001
2020-03-09T16:00:00.000Z,0.0001
2020-03-10T00:00:00.000Z,0.0001
2020-03-10T08:00:00.000Z,0.0001
2020-03-10T16:00:00.000Z,0.0001
2020-03-11T00:00:00.001Z,0.0001
2020-03-11T08:00:00.000Z,0.0001
2020-03-11T16:00:00.000Z,0.00022898
2020-03-12T00:00:00.001Z,0.00010572
2020-03-12T08:00:00.001Z,0.0001
2020-03-12T16:00:00.000Z,-0.00015149
2020-03-13T00:00:00.000Z,-0.00016073
2020-03-13T08:00:00.000Z,-0.003
2020-03-13T16:00:00.002Z,-0.00065378
2020-03-14T00:00:00.000Z,-0.00076421
2020-03-14T08:00:00.001Z,-0.00004946
2020-03-14T16:00:00.000Z,-0.00050325
2020-03-15T00:00:00.000Z,-0.00047893
2020-03-15T08:00:00.000Z,-0.00054208
2020-03-15T16:00:00.001Z,-0.0004879
2020-03-16T00:00:00.000Z,-0.00028282
2020-03-16T08:00:00.000Z,-0.00036873
2020-03-16T16:00:00.001Z,-0.00090358
2020-03-17T00:00:00.000Z,-0.0002383
2020-03-17T08:00:00.000Z,-0.00003681
2020-03-17T16:00:00.000Z,-0.00010573
2020-03-18T00:00:00.000Z,-0.00014706
2020-03-18T08:00:00.000Z,-0.00035528
2020-03-18T16:00:00.000Z,-0.00033374
2020-03-19T00:00:00.000Z,-0.00015042
2020-03-19T08:00:00.000Z,-0.00022004
2020-03-19T16:00:00.000Z,-0.00027089
2020-03-20T00:00:00.000Z,-0.00015469
2020-03-20T08:00:00.000Z,-0.00001171
2020-03-20T16:00:00.000Z,0.0001
2020-03-21T00:00:00.000Z,0.00008327
2020-03-21T08:00:00.000Z,-0.00000915
2020-03-21T16:00:00.000Z,-0.00011557
2020-03-22T00:00:00.000Z,-0.00002842
2020-03-22T08:00:00.001Z,0.0001
2020-03-22T16:00:00.000Z,0.00000224
2020-03-23T00:00:00.000Z,-0.00016796
2020-03-23T08:00:00.000Z,-0.00016295
2020-03-23T16:00:00.000Z,0.0001
2020-03-24T00:00:00.000Z,0.0001
2020-03-24T08:00:00.000Z,0.0001
2020-03-24T16:00:00.000Z,0.0001
2020-03-25T00:00:00.000Z,0.0001
2020-03-25T08:00:00.000Z,0.00009958
2020-03-25T16:00:00.001Z,0.00009813
2020-03-26T00:00:00.006Z,-0.0000162
2020-03-26T08:00:00.002Z,0.0001
2020-03-26T16:00:00.000Z,0.00001599
2020-03-27T00:00:00.000Z,0.00006223
2020-03-27T08:00:00.000Z,0.00006838
2020-03-27T16:00:00.000Z,0.00000148
2020-03-28T00:00:00.000Z,-0.00012203
2020-03-28T08:00:00.000Z,-0.00041263
2020-03-28T16:00:00.000Z,-0.0002165
2020-03-29T00:00:00.000Z,-0.00023282
2020-03-29T08:00:00.001Z,-0.0002912
2020-03-29T16:00:00.000Z,-0.00025613
2020-03-30T00:00:00.000Z,-0.0006431
2020-03-30T08:00:00.000Z,-0.00033817
2020-03-30T16:00:00.000Z,-0.00006982
2020-03-31T00:00:00.000Z,-0.00005383
2020-03-31T08:00:00.001Z,-0.00015273
2020-03-31T16:00:00.001Z,-0.000162
2020-04-01T00:00:00.002Z,-0.00009237
2020-04-01T08:00:00.000Z,-0.0004868
2020-04-01T16:00:00.001Z,-0.00034983
2020-04-02T00:00:00.000Z,-0.0001933
2020-04-02T08:00:00.000Z,0.0000328
